project_id,state,district,latitude,longitude,project_type,budget_crore,progress_percent,status,start_date,expected_completion
488,Andhra Pradesh,Visakhapatnam,17.6868,83.2185,Water Supply Project,404,4,Ongoing,2025-10-27,2026-06-20
489,Andhra Pradesh,Visakhapatnam,17.6868,83.2185,School Infrastructure,120,99,Near Completion,2024-10-24,2026-11-09
490,Andhra Pradesh,Visakhapatnam,17.6868,83.2185,Metro Expansion,381,49,Ongoing,2024-01-26,2026-06-17
491,Andhra Pradesh,Vijayawada,16.5062,80.648,Hospital Development,225,27,Ongoing,2024-01-22,2026-05-24
492,Andhra Pradesh,Vijayawada,16.5062,80.648,School Infrastructure,432,38,Ongoing,2024-08-01,2026-08-18
493,Andhra Pradesh,Vijayawada,16.5062,80.648,Water Supply Project,78,45,Ongoing,2023-08-27,2025-05-27
494,Andhra Pradesh,Vijayawada,16.5062,80.648,Hospital Development,140,74,Near Completion,2023-10-12,2025-12-31
495,Andhra Pradesh,Vijayawada,16.5062,80.648,Hospital Development,209,20,Ongoing,2025-08-18,2027-09-03
496,Andhra Pradesh,Vijayawada,16.5062,80.648,Metro Expansion,166,84,Near Completion,2025-08-29,2026-09-29
497,Andhra Pradesh,Vijayawada,16.5062,80.648,Road Construction,242,31,Ongoing,2023-06-30,2024-04-21
498,Andhra Pradesh,Vijayawada,16.5062,80.648,Solar Power Plant,405,2,Ongoing,2025-10-10,2026-07-29
499,Andhra Pradesh,Vijayawada,16.5062,80.648,Bridge Construction,263,66,Ongoing,2025-06-21,2027-04-06
500,Andhra Pradesh,Vijayawada,16.5062,80.648,Hospital Development,448,55,Ongoing,2024-07-01,2026-03-01
501,Andhra Pradesh,Vijayawada,16.5062,80.648,Water Supply Project,226,27,Ongoing,2024-12-18,2027-02-19
502,Andhra Pradesh,Tirupati,13.6288,79.4192,Water Supply Project,214,30,Ongoing,2025-04-24,2027-03-19
503,Andhra Pradesh,Tirupati,13.6288,79.4192,Bridge Construction,294,20,Ongoing,2024-12-26,2026-10-15
504,Andhra Pradesh,Tirupati,13.6288,79.4192,Water Supply Project,154,20,Ongoing,2024-12-16,2025-11-25
505,Andhra Pradesh,Tirupati,13.6288,79.4192,Road Construction,203,57,Ongoing,2024-05-30,2025-12-04
506,Andhra Pradesh,Tirupati,13.6288,79.4192,Hospital Development,221,39,Ongoing,2025-09-12,2027-07-07
507,Andhra Pradesh,Tirupati,13.6288,79.4192,Metro Expansion,422,67,Ongoing,2024-06-10,2026-09-25
508,Andhra Pradesh,Tirupati,13.6288,79.4192,Metro Expansion,383,66,Ongoing,2025-03-30,2027-07-25
509,Andhra Pradesh,Tirupati,13.6288,79.4192,Smart City Infrastructure,407,19,Ongoing,2024-01-05,2025-11-24
510,Andhra Pradesh,Tirupati,13.6288,79.4192,Bridge Construction,326,93,Near Completion,2023-07-23,2024-12-28
511,Andhra Pradesh,Tirupati,13.6288,79.4192,Metro Expansion,38,24,Ongoing,2023-06-18,2024-03-21
512,Andhra Pradesh,Tirupati,13.6288,79.4192,Bridge Construction,162,55,Ongoing,2025-03-12,2025-11-29
513,Andhra Pradesh,Tirupati,13.6288,79.4192,Bridge Construction,251,90,Near Completion,2025-05-03,2027-09-22
514,Andhra Pradesh,Tirupati,13.6288,79.4192,Solar Power Plant,41,65,Ongoing,2024-07-15,2026-10-09
515,Andhra Pradesh,Tirupati,13.6288,79.4192,Smart City Infrastructure,450,28,Ongoing,2025-06-08,2027-02-24
516,Andhra Pradesh,Tirupati,13.6288,79.4192,School Infrastructure,43,30,Ongoing,2025-07-03,2027-06-14
517,Andhra Pradesh,Guntur,16.3067,80.4365,Hospital Development,22,68,Ongoing,2023-12-15,2026-04-07
518,Andhra Pradesh,Guntur,16.3067,80.4365,Hospital Development,160,3,Ongoing,2025-09-15,2026-09-15
519,Andhra Pradesh,Guntur,16.3067,80.4365,Bridge Construction,265,52,Ongoing,2024-05-14,2025-07-16
520,Andhra Pradesh,Guntur,16.3067,80.4365,Smart City Infrastructure,206,15,Ongoing,2024-09-27,2026-11-06
521,Andhra Pradesh,Guntur,16.3067,80.4365,Bridge Construction,444,27,Ongoing,2024-04-23,2025-05-31
522,Andhra Pradesh,Guntur,16.3067,80.4365,Water Supply Project,414,85,Near Completion,2023-06-14,2024-04-14
523,Kerala,Kochi,9.9312,76.2673,Smart City Infrastructure,224,36,Ongoing,2024-04-24,2025-03-17
524,Kerala,Kochi,9.9312,76.2673,Metro Expansion,333,70,Ongoing,2024-07-30,2026-06-27
525,Kerala,Kochi,9.9312,76.2673,Smart City Infrastructure,474,71,Near Completion,2024-07-08,2026-10-29
526,Kerala,Kochi,9.9312,76.2673,Road Construction,39,38,Ongoing,2024-07-25,2025-09-26
527,Kerala,Kochi,9.9312,76.2673,Hospital Development,287,53,Ongoing,2025-10-15,2028-03-06
528,Kerala,Kochi,9.9312,76.2673,Bridge Construction,358,5,Ongoing,2024-04-26,2025-07-16
529,Kerala,Kochi,9.9312,76.2673,Solar Power Plant,160,88,Near Completion,2024-07-20,2025-09-13
530,Kerala,Kochi,9.9312,76.2673,Road Construction,355,73,Near Completion,2023-07-21,2025-03-10
531,Kerala,Thiruvananthapuram,8.5241,76.9366,School Infrastructure,448,91,Near Completion,2025-08-19,2028-01-10
532,Kerala,Thiruvananthapuram,8.5241,76.9366,Smart City Infrastructure,387,64,Ongoing,2025-10-23,2026-10-02
533,Kerala,Thiruvananthapuram,8.5241,76.9366,Solar Power Plant,27,74,Near Completion,2024-05-04,2026-02-05
534,Kerala,Thiruvananthapuram,8.5241,76.9366,Solar Power Plant,143,29,Ongoing,2025-06-04,2027-10-28
535,Kerala,Thiruvananthapuram,8.5241,76.9366,Solar Power Plant,103,49,Ongoing,2024-07-22,2025-12-10
536,Kerala,Thiruvananthapuram,8.5241,76.9366,Water Supply Project,428,32,Ongoing,2023-12-17,2024-09-30
537,Kerala,Kozhikode,11.2588,75.7804,Hospital Development,295,94,Near Completion,2024-05-13,2026-06-28
538,Kerala,Kozhikode,11.2588,75.7804,School Infrastructure,329,70,Ongoing,2023-10-09,2025-10-13
539,Kerala,Kozhikode,11.2588,75.7804,Hospital Development,100,97,Near Completion,2025-06-24,2026-08-25
540,Kerala,Kozhikode,11.2588,75.7804,Smart City Infrastructure,265,61,Ongoing,2024-02-01,2026-06-26
541,Kerala,Kozhikode,11.2588,75.7804,Smart City Infrastructure,449,64,Ongoing,2025-03-25,2027-02-11
542,Kerala,Kozhikode,11.2588,75.7804,Hospital Development,117,69,Ongoing,2024-07-27,2025-03-07
543,Kerala,Kozhikode,11.2588,75.7804,Hospital Development,133,35,Ongoing,2023-08-19,2024-06-20
544,Kerala,Kozhikode,11.2588,75.7804,School Infrastructure,242,68,Ongoing,2024-01-15,2025-09-08
545,Kerala,Kozhikode,11.2588,75.7804,Water Supply Project,485,47,Ongoing,2025-08-09,2027-12-20
546,Kerala,Kozhikode,11.2588,75.7804,Hospital Development,70,4,Ongoing,2024-07-19,2026-07-23
547,Kerala,Kozhikode,11.2588,75.7804,Bridge Construction,273,53,Ongoing,2025-06-11,2027-01-08
548,Kerala,Kozhikode,11.2588,75.7804,Metro Expansion,417,3,Ongoing,2023-12-15,2025-02-27
549,Kerala,Kozhikode,11.2588,75.7804,Road Construction,381,86,Near Completion,2023-07-31,2025-01-11
550,Kerala,Kozhikode,11.2588,75.7804,Water Supply Project,120,2,Ongoing,2025-08-14,2027-04-16
551,Kerala,Kozhikode,11.2588,75.7804,Road Construction,29,48,Ongoing,2024-01-06,2025-05-10
552,Kerala,Thrissur,10.5276,76.2144,Bridge Construction,324,93,Near Completion,2025-10-10,2028-01-10
553,Kerala,Thrissur,10.5276,76.2144,School Infrastructure,447,70,Ongoing,2025-04-04,2027-04-19
554,Kerala,Thrissur,10.5276,76.2144,School Infrastructure,121,18,Ongoing,2024-05-18,2025-02-05
555,Kerala,Thrissur,10.5276,76.2144,Smart City Infrastructure,104,41,Ongoing,2025-03-20,2027-07-15
556,Kerala,Thrissur,10.5276,76.2144,Metro Expansion,194,7,Ongoing,2025-07-08,2026-02-12
557,Kerala,Thrissur,10.5276,76.2144,Hospital Development,154,90,Near Completion,2023-12-27,2024-08-09
558,Kerala,Thrissur,10.5276,76.2144,Road Construction,436,71,Near Completion,2025-06-28,2026-08-06
559,Bihar,Patna,25.5941,85.1376,School Infrastructure,456,1,Ongoing,2024-08-23,2026-09-14
560,Bihar,Patna,25.5941,85.1376,Hospital Development,401,17,Ongoing,2023-11-03,2025-11-23
561,Bihar,Patna,25.5941,85.1376,Smart City Infrastructure,432,50,Ongoing,2025-10-14,2026-09-21
562,Bihar,Patna,25.5941,85.1376,Smart City Infrastructure,432,94,Near Completion,2024-06-08,2025-05-20
563,Bihar,Patna,25.5941,85.1376,Bridge Construction,465,97,Near Completion,2025-10-30,2027-04-29
564,Bihar,Gaya,24.7914,85.0002,Solar Power Plant,243,62,Ongoing,2023-07-15,2025-02-07
565,Bihar,Gaya,24.7914,85.0002,Solar Power Plant,66,24,Ongoing,2024-01-30,2025-12-10
566,Bihar,Gaya,24.7914,85.0002,Road Construction,254,13,Ongoing,2023-08-30,2025-09-07
567,Bihar,Gaya,24.7914,85.0002,Hospital Development,364,97,Near Completion,2024-01-21,2025-12-26
568,Bihar,Gaya,24.7914,85.0002,Bridge Construction,246,43,Ongoing,2025-05-25,2027-06-23
569,Bihar,Gaya,24.7914,85.0002,Metro Expansion,49,99,Near Completion,2023-12-21,2026-02-02
570,Bihar,Gaya,24.7914,85.0002,Hospital Development,403,55,Ongoing,2025-09-28,2026-06-09
571,Bihar,Gaya,24.7914,85.0002,Smart City Infrastructure,90,0,Ongoing,2025-04-21,2025-12-02
572,Bihar,Gaya,24.7914,85.0002,Solar Power Plant,58,62,Ongoing,2024-05-21,2025-08-28
573,Bihar,Gaya,24.7914,85.0002,Solar Power Plant,188,50,Ongoing,2024-02-25,2025-03-20
574,Bihar,Gaya,24.7914,85.0002,Metro Expansion,487,8,Ongoing,2024-10-22,2026-06-14
575,Bihar,Muzaffarpur,26.1209,85.3647,Solar Power Plant,386,49,Ongoing,2025-03-15,2027-03-09
576,Bihar,Muzaffarpur,26.1209,85.3647,Bridge Construction,410,81,Near Completion,2025-06-25,2026-04-15
577,Bihar,Muzaffarpur,26.1209,85.3647,Solar Power Plant,272,0,Ongoing,2025-11-28,2028-02-12
578,Bihar,Muzaffarpur,26.1209,85.3647,Bridge Construction,268,9,Ongoing,2025-03-29,2025-10-24
579,Bihar,Muzaffarpur,26.1209,85.3647,Smart City Infrastructure,208,40,Ongoing,2023-09-22,2025-01-14
580,Bihar,Muzaffarpur,26.1209,85.3647,Metro Expansion,393,85,Near Completion,2025-01-15,2026-10-25
581,Bihar,Muzaffarpur,26.1209,85.3647,Smart City Infrastructure,495,75,Near Completion,2023-11-07,2025-10-04
582,Bihar,Muzaffarpur,26.1209,85.3647,School Infrastructure,114,20,Ongoing,2023-11-08,2025-02-20
583,Bihar,Muzaffarpur,26.1209,85.3647,Metro Expansion,290,79,Near Completion,2024-10-03,2026-09-09
584,Bihar,Muzaffarpur,26.1209,85.3647,School Infrastructure,110,53,Ongoing,2023-11-04,2024-05-30
585,Bihar,Muzaffarpur,26.1209,85.3647,Metro Expansion,309,82,Near Completion,2024-06-19,2026-05-08
586,Bihar,Muzaffarpur,26.1209,85.3647,Road Construction,152,10,Ongoing,2023-07-01,2025-10-10
587,Bihar,Muzaffarpur,26.1209,85.3647,Road Construction,344,1,Ongoing,2024-02-26,2026-03-31
588,Bihar,Muzaffarpur,26.1209,85.3647,School Infrastructure,377,95,Near Completion,2023-09-29,2025-09-28
589,Madhya Pradesh,Bhopal,23.2599,77.4126,Solar Power Plant,216,50,Ongoing,2024-04-03,2025-07-16
590,Madhya Pradesh,Bhopal,23.2599,77.4126,Metro Expansion,106,98,Near Completion,2024-05-31,2025-06-30
591,Madhya Pradesh,Bhopal,23.2599,77.4126,Hospital Development,282,4,Ongoing,2024-06-09,2026-04-23
592,Madhya Pradesh,Bhopal,23.2599,77.4126,Hospital Development,450,4,Ongoing,2024-07-05,2025-12-31
593,Madhya Pradesh,Bhopal,23.2599,77.4126,Road Construction,403,38,Ongoing,2024-10-24,2025-10-23
594,Madhya Pradesh,Bhopal,23.2599,77.4126,Road Construction,142,35,Ongoing,2025-04-03,2026-11-14
595,Madhya Pradesh,Bhopal,23.2599,77.4126,Solar Power Plant,136,8,Ongoing,2024-02-23,2025-04-01
596,Madhya Pradesh,Bhopal,23.2599,77.4126,School Infrastructure,182,80,Near Completion,2024-10-14,2026-11-23
597,Madhya Pradesh,Bhopal,23.2599,77.4126,Hospital Development,404,66,Ongoing,2023-12-07,2024-10-14
598,Madhya Pradesh,Bhopal,23.2599,77.4126,Water Supply Project,429,25,Ongoing,2024-02-04,2026-04-15
599,Madhya Pradesh,Bhopal,23.2599,77.4126,Metro Expansion,42,52,Ongoing,2023-10-12,2025-10-09
600,Madhya Pradesh,Indore,22.7196,75.8577,Hospital Development,329,88,Near Completion,2023-07-05,2024-11-27
601,Madhya Pradesh,Indore,22.7196,75.8577,Smart City Infrastructure,385,44,Ongoing,2025-06-18,2027-01-25
602,Madhya Pradesh,Indore,22.7196,75.8577,Hospital Development,475,12,Ongoing,2025-04-29,2027-09-30
603,Madhya Pradesh,Indore,22.7196,75.8577,Bridge Construction,238,99,Near Completion,2024-03-16,2025-10-08
604,Madhya Pradesh,Indore,22.7196,75.8577,Road Construction,296,3,Ongoing,2024-05-25,2026-10-26
605,Madhya Pradesh,Indore,22.7196,75.8577,Smart City Infrastructure,213,37,Ongoing,2025-07-20,2026-11-30
606,Madhya Pradesh,Indore,22.7196,75.8577,Solar Power Plant,232,94,Near Completion,2024-03-30,2025-01-03
607,Madhya Pradesh,Indore,22.7196,75.8577,Smart City Infrastructure,386,26,Ongoing,2023-11-05,2024-07-25
608,Madhya Pradesh,Indore,22.7196,75.8577,Smart City Infrastructure,140,73,Near Completion,2025-05-08,2026-08-06
609,Madhya Pradesh,Indore,22.7196,75.8577,School Infrastructure,267,2,Ongoing,2023-08-02,2025-07-19
610,Madhya Pradesh,Indore,22.7196,75.8577,Road Construction,100,52,Ongoing,2025-01-18,2026-05-11
611,Madhya Pradesh,Jabalpur,23.1815,79.9864,Bridge Construction,413,13,Ongoing,2024-01-27,2024-12-09
612,Madhya Pradesh,Jabalpur,23.1815,79.9864,Water Supply Project,118,97,Near Completion,2024-11-07,2027-02-17
613,Madhya Pradesh,Jabalpur,23.1815,79.9864,Bridge Construction,354,28,Ongoing,2025-06-23,2027-07-03
614,Madhya Pradesh,Jabalpur,23.1815,79.9864,Smart City Infrastructure,80,85,Near Completion,2025-11-01,2026-11-10
615,Madhya Pradesh,Jabalpur,23.1815,79.9864,Smart City Infrastructure,88,37,Ongoing,2024-08-20,2027-01-02
616,Madhya Pradesh,Jabalpur,23.1815,79.9864,Water Supply Project,186,45,Ongoing,2025-07-16,2027-06-16
617,Madhya Pradesh,Jabalpur,23.1815,79.9864,Smart City Infrastructure,368,83,Near Completion,2025-02-17,2026-12-17
618,Madhya Pradesh,Jabalpur,23.1815,79.9864,Road Construction,276,92,Near Completion,2023-07-18,2025-09-10
619,Madhya Pradesh,Jabalpur,23.1815,79.9864,Smart City Infrastructure,385,62,Ongoing,2025-02-12,2026-07-30
620,Madhya Pradesh,Jabalpur,23.1815,79.9864,School Infrastructure,69,0,Ongoing,2023-12-19,2025-12-22
621,Madhya Pradesh,Jabalpur,23.1815,79.9864,Road Construction,384,85,Near Completion,2023-11-25,2025-01-19
622,Madhya Pradesh,Gwalior,26.2183,78.1828,Smart City Infrastructure,109,56,Ongoing,2025-10-31,2027-03-04
623,Madhya Pradesh,Gwalior,26.2183,78.1828,Hospital Development,470,65,Ongoing,2025-04-02,2026-07-20
624,Madhya Pradesh,Gwalior,26.2183,78.1828,Solar Power Plant,408,71,Near Completion,2024-05-19,2025-05-09
625,Madhya Pradesh,Gwalior,26.2183,78.1828,Smart City Infrastructure,88,81,Near Completion,2024-11-02,2026-08-08
626,Madhya Pradesh,Gwalior,26.2183,78.1828,Water Supply Project,405,80,Near Completion,2023-08-16,2024-05-07
627,Madhya Pradesh,Gwalior,26.2183,78.1828,Hospital Development,477,56,Ongoing,2024-11-05,2027-04-04
628,Madhya Pradesh,Gwalior,26.2183,78.1828,Water Supply Project,103,13,Ongoing,2025-02-20,2026-01-19
629,Madhya Pradesh,Gwalior,26.2183,78.1828,Road Construction,478,81,Near Completion,2025-08-04,2027-05-17
630,Madhya Pradesh,Gwalior,26.2183,78.1828,Solar Power Plant,310,12,Ongoing,2025-04-03,2027-03-22
631,Punjab,Amritsar,31.634,74.8723,Solar Power Plant,303,38,Ongoing,2024-06-04,2025-07-25
632,Punjab,Amritsar,31.634,74.8723,Smart City Infrastructure,107,9,Ongoing,2024-12-23,2026-06-07
633,Punjab,Amritsar,31.634,74.8723,Road Construction,242,42,Ongoing,2024-07-14,2026-11-16
634,Punjab,Amritsar,31.634,74.8723,Water Supply Project,207,39,Ongoing,2025-01-08,2025-10-11
635,Punjab,Amritsar,31.634,74.8723,Metro Expansion,401,71,Near Completion,2024-02-17,2025-07-20
636,Punjab,Amritsar,31.634,74.8723,Road Construction,85,80,Near Completion,2023-12-11,2025-09-08
637,Punjab,Amritsar,31.634,74.8723,Solar Power Plant,81,72,Near Completion,2025-06-18,2027-09-02
638,Punjab,Amritsar,31.634,74.8723,Road Construction,60,69,Ongoing,2024-01-15,2024-10-22
639,Punjab,Amritsar,31.634,74.8723,Water Supply Project,488,37,Ongoing,2024-04-13,2025-10-07
640,Punjab,Amritsar,31.634,74.8723,Hospital Development,107,73,Near Completion,2023-09-22,2025-07-23
641,Punjab,Amritsar,31.634,74.8723,Road Construction,495,18,Ongoing,2025-07-14,2026-02-09
642,Punjab,Amritsar,31.634,74.8723,Road Construction,382,35,Ongoing,2024-12-22,2026-09-30
643,Punjab,Amritsar,31.634,74.8723,Hospital Development,343,89,Near Completion,2025-05-21,2027-04-08
644,Punjab,Amritsar,31.634,74.8723,Smart City Infrastructure,237,21,Ongoing,2025-08-05,2026-08-23
645,Punjab,Ludhiana,30.9,75.8573,Metro Expansion,450,99,Near Completion,2023-08-17,2024-06-11
646,Punjab,Ludhiana,30.9,75.8573,Hospital Development,490,75,Near Completion,2024-01-21,2025-01-08
647,Punjab,Ludhiana,30.9,75.8573,Solar Power Plant,331,87,Near Completion,2024-07-29,2025-09-02
648,Punjab,Ludhiana,30.9,75.8573,Hospital Development,420,45,Ongoing,2024-03-01,2024-10-27
649,Punjab,Ludhiana,30.9,75.8573,Road Construction,175,93,Near Completion,2023-09-30,2024-04-19
650,Punjab,Ludhiana,30.9,75.8573,Solar Power Plant,421,4,Ongoing,2024-05-09,2025-12-16
651,Punjab,Ludhiana,30.9,75.8573,Metro Expansion,433,45,Ongoing,2024-11-24,2026-06-22
652,Punjab,Ludhiana,30.9,75.8573,Metro Expansion,184,87,Near Completion,2024-09-10,2025-12-31
653,Punjab,Ludhiana,30.9,75.8573,Metro Expansion,150,98,Near Completion,2023-12-15,2025-07-01
654,Punjab,Ludhiana,30.9,75.8573,Road Construction,276,76,Near Completion,2025-04-02,2026-06-01
655,Punjab,Ludhiana,30.9,75.8573,Water Supply Project,92,41,Ongoing,2024-08-12,2026-06-29
656,Punjab,Jalandhar,31.326,75.5762,Road Construction,201,15,Ongoing,2024-10-02,2025-11-21
657,Punjab,Jalandhar,31.326,75.5762,Metro Expansion,403,22,Ongoing,2023-11-02,2025-09-15
658,Punjab,Jalandhar,31.326,75.5762,Metro Expansion,192,10,Ongoing,2025-05-21,2026-08-27
659,Punjab,Jalandhar,31.326,75.5762,Road Construction,268,97,Near Completion,2025-04-26,2027-05-13
660,Punjab,Jalandhar,31.326,75.5762,Smart City Infrastructure,302,43,Ongoing,2024-07-15,2025-06-30
661,Punjab,Jalandhar,31.326,75.5762,Hospital Development,410,75,Near Completion,2025-10-30,2027-11-30
662,Punjab,Jalandhar,31.326,75.5762,Water Supply Project,290,35,Ongoing,2024-02-01,2025-04-19
663,Punjab,Jalandhar,31.326,75.5762,School Infrastructure,395,16,Ongoing,2024-08-25,2025-05-12
664,Punjab,Jalandhar,31.326,75.5762,Solar Power Plant,268,85,Near Completion,2025-03-21,2027-09-01
665,Punjab,Jalandhar,31.326,75.5762,Solar Power Plant,267,76,Near Completion,2025-01-22,2027-02-15
666,Punjab,Jalandhar,31.326,75.5762,Solar Power Plant,488,38,Ongoing,2024-03-03,2025-02-26
667,Punjab,Jalandhar,31.326,75.5762,Smart City Infrastructure,240,12,Ongoing,2024-03-19,2024-12-25
668,Punjab,Jalandhar,31.326,75.5762,Water Supply Project,168,52,Ongoing,2023-11-07,2026-04-20
669,Punjab,Jalandhar,31.326,75.5762,School Infrastructure,358,2,Ongoing,2024-11-10,2027-01-01
670,Punjab,Jalandhar,31.326,75.5762,Solar Power Plant,181,38,Ongoing,2024-02-05,2025-06-15
671,Haryana,Gurgaon,28.4595,77.0266,School Infrastructure,20,31,Ongoing,2024-12-08,2026-11-27
672,Haryana,Gurgaon,28.4595,77.0266,Smart City Infrastructure,241,27,Ongoing,2024-10-21,2026-01-27
673,Haryana,Gurgaon,28.4595,77.0266,Hospital Development,164,53,Ongoing,2025-03-03,2026-10-07
674,Haryana,Gurgaon,28.4595,77.0266,Hospital Development,195,11,Ongoing,2024-08-22,2026-01-18
675,Haryana,Gurgaon,28.4595,77.0266,Road Construction,342,93,Near Completion,2023-10-31,2026-04-13
676,Haryana,Gurgaon,28.4595,77.0266,Smart City Infrastructure,335,13,Ongoing,2023-12-03,2026-03-18
677,Haryana,Faridabad,28.4089,77.3178,Solar Power Plant,277,93,Near Completion,2023-12-19,2025-06-25
678,Haryana,Faridabad,28.4089,77.3178,Water Supply Project,444,71,Near Completion,2023-12-26,2025-09-03
679,Haryana,Faridabad,28.4089,77.3178,Metro Expansion,465,90,Near Completion,2025-05-31,2026-09-02
680,Haryana,Faridabad,28.4089,77.3178,Metro Expansion,22,15,Ongoing,2025-04-08,2026-01-25
681,Haryana,Faridabad,28.4089,77.3178,Water Supply Project,108,82,Near Completion,2023-10-25,2026-03-08
682,Haryana,Faridabad,28.4089,77.3178,Hospital Development,163,78,Near Completion,2024-08-10,2026-09-23
683,Haryana,Faridabad,28.4089,77.3178,Solar Power Plant,93,67,Ongoing,2023-09-12,2026-02-21
684,Haryana,Faridabad,28.4089,77.3178,Road Construction,160,96,Near Completion,2024-02-14,2025-05-29
685,Haryana,Faridabad,28.4089,77.3178,School Infrastructure,488,46,Ongoing,2025-11-03,2026-10-30
686,Haryana,Panipat,29.3909,76.9635,Hospital Development,347,2,Ongoing,2023-08-29,2025-03-31
687,Haryana,Panipat,29.3909,76.9635,Hospital Development,276,0,Ongoing,2023-11-25,2025-09-01
688,Haryana,Panipat,29.3909,76.9635,Bridge Construction,427,89,Near Completion,2025-02-19,2026-01-14
689,Haryana,Panipat,29.3909,76.9635,Smart City Infrastructure,376,73,Near Completion,2023-07-07,2025-10-19
690,Haryana,Panipat,29.3909,76.9635,Road Construction,238,66,Ongoing,2024-12-10,2027-05-06
691,Haryana,Panipat,29.3909,76.9635,Bridge Construction,402,13,Ongoing,2024-05-08,2025-03-09
692,Odisha,Bhubaneswar,20.2961,85.8245,Hospital Development,214,72,Near Completion,2025-10-11,2026-06-11
693,Odisha,Bhubaneswar,20.2961,85.8245,Smart City Infrastructure,434,76,Near Completion,2024-09-11,2025-12-07
694,Odisha,Bhubaneswar,20.2961,85.8245,Metro Expansion,229,49,Ongoing,2025-01-02,2027-01-16
695,Odisha,Bhubaneswar,20.2961,85.8245,Bridge Construction,339,91,Near Completion,2023-09-29,2024-12-31
696,Odisha,Bhubaneswar,20.2961,85.8245,Metro Expansion,100,87,Near Completion,2024-07-27,2025-04-20
697,Odisha,Bhubaneswar,20.2961,85.8245,Bridge Construction,466,25,Ongoing,2024-10-11,2027-02-22
698,Odisha,Bhubaneswar,20.2961,85.8245,Road Construction,425,57,Ongoing,2023-08-11,2025-01-27
699,Odisha,Cuttack,20.4625,85.883,Smart City Infrastructure,240,0,Ongoing,2025-05-09,2027-07-10
700,Odisha,Cuttack,20.4625,85.883,School Infrastructure,289,47,Ongoing,2023-12-16,2026-03-22
701,Odisha,Cuttack,20.4625,85.883,Bridge Construction,224,81,Near Completion,2024-12-26,2025-09-15
702,Odisha,Cuttack,20.4625,85.883,Road Construction,300,4,Ongoing,2025-05-18,2025-12-22
703,Odisha,Cuttack,20.4625,85.883,Bridge Construction,285,56,Ongoing,2025-01-28,2027-06-15
704,Odisha,Cuttack,20.4625,85.883,School Infrastructure,386,88,Near Completion,2023-09-01,2024-07-20
705,Odisha,Cuttack,20.4625,85.883,Metro Expansion,308,56,Ongoing,2023-09-11,2025-10-09
706,Odisha,Rourkela,22.2604,84.8536,Water Supply Project,104,89,Near Completion,2025-03-31,2025-12-28
707,Odisha,Rourkela,22.2604,84.8536,Water Supply Project,467,82,Near Completion,2024-02-23,2024-12-31
708,Odisha,Rourkela,22.2604,84.8536,Hospital Development,415,23,Ongoing,2025-11-22,2027-06-28
709,Odisha,Rourkela,22.2604,84.8536,Bridge Construction,464,14,Ongoing,2024-07-11,2026-06-27
710,Odisha,Rourkela,22.2604,84.8536,Bridge Construction,116,83,Near Completion,2025-10-15,2026-08-15
711,Odisha,Rourkela,22.2604,84.8536,Solar Power Plant,94,90,Near Completion,2023-08-24,2025-10-04
712,Odisha,Rourkela,22.2604,84.8536,Smart City Infrastructure,475,37,Ongoing,2023-09-09,2025-12-19
713,Odisha,Rourkela,22.2604,84.8536,Hospital Development,284,21,Ongoing,2025-10-01,2028-02-07
714,Odisha,Rourkela,22.2604,84.8536,Water Supply Project,241,45,Ongoing,2024-11-06,2025-08-01
715,Odisha,Rourkela,22.2604,84.8536,Metro Expansion,184,4,Ongoing,2024-02-18,2024-09-20
716,Odisha,Rourkela,22.2604,84.8536,Bridge Construction,448,68,Ongoing,2024-07-09,2025-08-30
717,Odisha,Rourkela,22.2604,84.8536,Bridge Construction,253,69,Ongoing,2025-07-07,2027-03-13
718,Odisha,Rourkela,22.2604,84.8536,Smart City Infrastructure,394,7,Ongoing,2023-07-25,2025-11-26
719,Odisha,Rourkela,22.2604,84.8536,Metro Expansion,20,10,Ongoing,2023-09-09,2025-11-05
720,Odisha,Rourkela,22.2604,84.8536,School Infrastructure,201,83,Near Completion,2023-08-25,2024-05-27
721,Assam,Guwahati,26.1445,91.7362,Water Supply Project,471,98,Near Completion,2025-08-15,2027-05-05
722,Assam,Guwahati,26.1445,91.7362,Metro Expansion,28,9,Ongoing,2024-03-10,2026-07-01
723,Assam,Guwahati,26.1445,91.7362,School Infrastructure,439,34,Ongoing,2024-04-07,2026-07-27
724,Assam,Guwahati,26.1445,91.7362,Smart City Infrastructure,373,81,Near Completion,2024-10-17,2025-10-05
725,Assam,Guwahati,26.1445,91.7362,Water Supply Project,279,74,Near Completion,2023-10-14,2024-05-26
726,Assam,Guwahati,26.1445,91.7362,Hospital Development,22,87,Near Completion,2024-01-25,2024-12-05
727,Assam,Guwahati,26.1445,91.7362,Water Supply Project,195,78,Near Completion,2025-04-01,2026-04-10
728,Assam,Guwahati,26.1445,91.7362,Road Construction,83,79,Near Completion,2024-10-20,2026-04-17
729,Assam,Guwahati,26.1445,91.7362,Solar Power Plant,189,77,Near Completion,2023-07-25,2024-09-22
730,Assam,Guwahati,26.1445,91.7362,Hospital Development,384,26,Ongoing,2024-07-16,2026-06-18
731,Assam,Guwahati,26.1445,91.7362,Water Supply Project,406,0,Ongoing,2024-01-19,2025-09-02
732,Assam,Guwahati,26.1445,91.7362,Hospital Development,197,33,Ongoing,2025-07-09,2027-12-05
